author,bucket_kind,bucket,kind,item,per_1000
ahad_haam,לפי עשור,1880-,feats,Tense=Imp,0.16
ahad_haam,לפי עשור,1880-,pos_bi,NOUN NOUN,80.65
ahad_haam,לפי עשור,1880-,pos_bi,ADP NOUN,47.91
ahad_haam,לפי עשור,1880-,pos_bi,NOUN ADJ,43.49
ahad_haam,לפי עשור,1880-,pos_bi,VERB NOUN,42.69
ahad_haam,לפי עשור,1880-,pos_bi,VERB ADP,31.13
ahad_haam,לפי עשור,1880-,pos_bi,ADV VERB,26.08
ahad_haam,לפי עשור,1880-,pos_bi,NOUN VERB,25.04
ahad_haam,לפי עשור,1880-,pos_bi,NOUN ADP,18.86
ahad_haam,לפי עשור,1880-,pos_bi,ADV NOUN,18.05
ahad_haam,לפי עשור,1880-,pos_bi,NOUN ADV,15.57
ahad_haam,לפי עשור,1880-,pos_bi,VERB ADV,14.6
ahad_haam,לפי עשור,1880-,pos_bi,DET NOUN,12.36
ahad_haam,לפי עשור,1880-,pos_bi,NOUN PRON,12.2
ahad_haam,לפי עשור,1880-,pos_bi,PRON VERB,11.07
ahad_haam,לפי עשור,1880-,pos_bi,VERB VERB,10.19
ahad_haam,לפי עשור,1880-,pos_bi,ADJ NOUN,9.95
ahad_haam,לפי עשור,1880-,pos_bi,ADV ADV,8.43
ahad_haam,לפי עשור,1880-,pos_bi,ADP VERB,8.35
ahad_haam,לפי עשור,1880-,pos_bi,PRON NOUN,8.35
ahad_haam,לפי עשור,1880-,pos_bi,SCONJ VERB,7.38
ahad_haam,לפי עשור,1880-,pos_bi,ADP PRON,6.98
ahad_haam,לפי עשור,1880-,pos_bi,AUX NOUN,6.98
ahad_haam,לפי עשור,1880-,pos_bi,SCONJ NOUN,6.66
ahad_haam,לפי עשור,1880-,pos_bi,AUX VERB,6.58
ahad_haam,לפי עשור,1880-,pos_bi,NOUN PROPN,6.5
ahad_haam,לפי עשור,1880-,pos_bi,ADV ADP,6.1
ahad_haam,לפי עשור,1880-,pos_bi,SCONJ ADV,6.1
ahad_haam,לפי עשור,1880-,pos_bi,ADJ VERB,5.86
ahad_haam,לפי עשור,1880-,pos_bi,VERB PRON,5.78
ahad_haam,לפי עשור,1880-,pos_bi,ADJ ADP,5.62
ahad_haam,לפי עשור,1880-,deps,punct,181.35
ahad_haam,לפי עשור,1880-,deps,obl,118.52
ahad_haam,לפי עשור,1880-,deps,advmod,77.92
ahad_haam,לפי עשור,1880-,deps,conj,64.76
ahad_haam,לפי עשור,1880-,deps,nsubj,61.95
ahad_haam,לפי עשור,1880-,deps,compound:smixut,56.81
ahad_haam,לפי עשור,1880-,deps,amod,50.95
ahad_haam,לפי עשור,1880-,deps,case,45.5
ahad_haam,לפי עשור,1880-,deps,obj,39.0
ahad_haam,לפי עשור,1880-,deps,root,35.23
ahad_haam,לפי עשור,1880-,deps,det,34.34
ahad_haam,לפי עשור,1880-,deps,nmod,32.26
ahad_haam,לפי עשור,1880-,deps,mark,28.89
ahad_haam,לפי עשור,1880-,deps,acl:relcl,26.24
ahad_haam,לפי עשור,1880-,deps,advcl,20.3
ahad_haam,לפי עשור,1880-,deps,dep,15.81
ahad_haam,לפי עשור,1880-,deps,cop,13.72
ahad_haam,לפי עשור,1880-,deps,xcomp,13.0
ahad_haam,לפי עשור,1880-,deps,case:acc,12.12
ahad_haam,לפי עשור,1880-,deps,cc,9.47
ahad_haam,לפי עשור,1880-,deps,fixed,7.78
ahad_haam,לפי עשור,1880-,deps,nummod,6.74
ahad_haam,לפי עשור,1880-,deps,parataxis,6.66
ahad_haam,לפי עשור,1880-,deps,case:gen,5.94
ahad_haam,לפי עשור,1880-,deps,ccomp,5.78
ahad_haam,לפי עשור,1880-,deps,aux,5.78
ahad_haam,לפי עשור,1880-,deps,nmod:poss,5.06
ahad_haam,לפי עשור,1880-,deps,acl,5.06
ahad_haam,לפי עשור,1880-,deps,appos,4.41
ahad_haam,לפי עשור,1880-,deps,nsubj:cop,2.57
ahad_haam,לפי עשור,1890-,content,לא,14.95
ahad_haam,לפי עשור,1890-,content,גם,8.89
ahad_haam,לפי עשור,1890-,content,דבר,6.48
ahad_haam,לפי עשור,1890-,content,אין,4.65
ahad_haam,לפי עשור,1890-,content,חי,4.48
ahad_haam,לפי עשור,1890-,content,לב,4.39
ahad_haam,לפי עשור,1890-,content,עוד,4.32
ahad_haam,לפי עשור,1890-,content,עם,3.89
ahad_haam,לפי עשור,1890-,content,רק,3.62
ahad_haam,לפי עשור,1890-,content,יד,3.55
ahad_haam,לפי עשור,1890-,content,ישראל,3.22
ahad_haam,לפי עשור,1890-,content,גדול,3.21
ahad_haam,לפי עשור,1890-,content,בא,2.97
ahad_haam,לפי עשור,1890-,content,איש,2.94
ahad_haam,לפי עשור,1890-,content,יותר,2.92
ahad_haam,לפי עשור,1890-,content,רב,2.88
ahad_haam,לפי עשור,1890-,content,אחר,2.78
ahad_haam,לפי עשור,1890-,content,דרך,2.71
ahad_haam,לפי עשור,1890-,content,מה,2.7
ahad_haam,לפי עשור,1890-,content,אז,2.66
ahad_haam,לפי עשור,1890-,content,כוח,2.65
ahad_haam,לפי עשור,1890-,content,ספר,2.63
ahad_haam,לפי עשור,1890-,content,זמן,2.55
ahad_haam,לפי עשור,1890-,content,רוח,2.51
ahad_haam,לפי עשור,1890-,content,פה,2.51
ahad_haam,לפי עשור,1890-,content,ארץ,2.51
ahad_haam,לפי עשור,1890-,content,עתה,2.5
ahad_haam,לפי עשור,1890-,content,שם,2.32
ahad_haam,לפי עשור,1890-,content,יום,2.31
ahad_haam,לפי עשור,1890-,content,חדש,2.3
ahad_haam,לפי עשור,1890-,func,על,16.92
ahad_haam,לפי עשור,1890-,func,את,15.61
ahad_haam,לפי עשור,1890-,func,זה,15.37
ahad_haam,לפי עשור,1890-,func,הוא,14.69
ahad_haam,לפי עשור,1890-,func,כל,10.73
ahad_haam,לפי עשור,1890-,func,היי,10.55
ahad_haam,לפי עשור,1890-,func,כי,10.42
ahad_haam,לפי עשור,1890-,func,של,7.28
ahad_haam,לפי עשור,1890-,func,אם,6.23
ahad_haam,לפי עשור,1890-,func,אלה,5.1
ahad_haam,לפי עשור,1890-,func,אשר,4.94
ahad_haam,לפי עשור,1890-,func,אני,4.68
ahad_haam,לפי עשור,1890-,func,כול,4.24
ahad_haam,לפי עשור,1890-,func,אבל,3.87
ahad_haam,לפי עשור,1890-,func,לו,3.66
ahad_haam,לפי עשור,1890-,func,אל,3.39
ahad_haam,לפי עשור,1890-,func,לי,3.35
ahad_haam,לפי עשור,1890-,func,עצם,3.33
ahad_haam,לפי עשור,1890-,func,עד,3.27
ahad_haam,לפי עשור,1890-,func,או,3.23
ahad_haam,לפי עשור,1890-,func,אינו,3.09
ahad_haam,לפי עשור,1890-,func,מן,2.94
ahad_haam,לפי עשור,1890-,func,איזה,2.66
ahad_haam,לפי עשור,1890-,func,עם,2.63
ahad_haam,לפי עשור,1890-,func,אלא,2.62
ahad_haam,לפי עשור,1890-,func,כן,2.46
ahad_haam,לפי עשור,1890-,func,בין,2.4
ahad_haam,לפי עשור,1890-,func,להם,1.96
ahad_haam,לפי עשור,1890-,func,לפי,1.81
ahad_haam,לפי עשור,1890-,func,אחר,1.56
ahad_haam,לפי עשור,1890-,feats,Number=Sing,358.0
ahad_haam,לפי עשור,1890-,feats,Gender=Masc,314.63
ahad_haam,לפי עשור,1890-,feats,Gender=Fem,171.78
ahad_haam,לפי עשור,1890-,feats,Number=Plur,158.84
ahad_haam,לפי עשור,1890-,feats,Person=3,103.76
ahad_haam,לפי עשור,1890-,feats,Tense=Past,43.27
ahad_haam,לפי עשור,1890-,feats,"Person=1,2,3",39.43
ahad_haam,לפי עשור,1890-,feats,"Gender=Fem,Masc",28.15
ahad_haam,לפי עשור,1890-,feats,Tense=Fut,20.62
ahad_haam,לפי עשור,1890-,feats,Person=1,18.83
ahad_haam,לפי עשור,1890-,feats,Tense=Pres,2.25
ahad_haam,לפי עשור,1890-,feats,Person=2,2.11
ahad_haam,לפי עשור,1890-,feats,Tense=Imp,0.47
ahad_haam,לפי עשור,1890-,feats,Number=Dual,0.06
ahad_haam,לפי עשור,1890-,pos_bi,NOUN NOUN,76.34
ahad_haam,לפי עשור,1890-,pos_bi,ADP NOUN,51.15
ahad_haam,לפי עשור,1890-,pos_bi,NOUN ADJ,45.87
ahad_haam,לפי עשור,1890-,pos_bi,VERB NOUN,41.87
ahad_haam,לפי עשור,1890-,pos_bi,VERB ADP,31.86
ahad_haam,לפי עשור,1890-,pos_bi,NOUN VERB,26.45
ahad_haam,לפי עשור,1890-,pos_bi,ADV VERB,20.02
ahad_haam,לפי עשור,1890-,pos_bi,NOUN ADP,18.93
ahad_haam,לפי עשור,1890-,pos_bi,ADV NOUN,17.97
ahad_haam,לפי עשור,1890-,pos_bi,VERB ADV,16.45
ahad_haam,לפי עשור,1890-,pos_bi,NOUN PRON,15.24
ahad_haam,לפי עשור,1890-,pos_bi,DET NOUN,15.1
ahad_haam,לפי עשור,1890-,pos_bi,PRON VERB,12.95
ahad_haam,לפי עשור,1890-,pos_bi,NOUN ADV,11.65
ahad_haam,לפי עשור,1890-,pos_bi,VERB VERB,10.99
ahad_haam,לפי עשור,1890-,pos_bi,AUX VERB,10.09
ahad_haam,לפי עשור,1890-,pos_bi,ADV ADV,9.73
ahad_haam,לפי עשור,1890-,pos_bi,ADJ NOUN,9.28
ahad_haam,לפי עשור,1890-,pos_bi,PRON NOUN,8.2
ahad_haam,לפי עשור,1890-,pos_bi,ADP VERB,7.84
ahad_haam,לפי עשור,1890-,pos_bi,ADV ADP,7.36
ahad_haam,לפי עשור,1890-,pos_bi,NOUN PROPN,7.34
ahad_haam,לפי עשור,1890-,pos_bi,ADJ VERB,7.27
ahad_haam,לפי עשור,1890-,pos_bi,ADJ ADP,6.89
ahad_haam,לפי עשור,1890-,pos_bi,ADP PRON,6.38
ahad_haam,לפי עשור,1890-,pos_bi,VERB PRON,6.0
ahad_haam,לפי עשור,1890-,pos_bi,SCONJ VERB,5.96
ahad_haam,לפי עשור,1890-,pos_bi,AUX NOUN,5.92
ahad_haam,לפי עשור,1890-,pos_bi,NOUN AUX,5.55
ahad_haam,לפי עשור,1890-,pos_bi,ADV AUX,5.14
ahad_haam,לפי עשור,1890-,deps,punct,175.02
ahad_haam,לפי עשור,1890-,deps,obl,119.28
ahad_haam,לפי עשור,1890-,deps,advmod,75.96
ahad_haam,לפי עשור,1890-,deps,conj,63.68
ahad_haam,לפי עשור,1890-,deps,nsubj,59.57
ahad_haam,לפי עשור,1890-,deps,compound:smixut,54.61
ahad_haam,לפי עשור,1890-,deps,amod,51.82
ahad_haam,לפי עשור,1890-,deps,case,48.41
ahad_haam,לפי עשור,1890-,deps,det,42.56
ahad_haam,לפי עשור,1890-,deps,obj,40.2
ahad_haam,לפי עשור,1890-,deps,nmod,33.08
ahad_haam,לפי עשור,1890-,deps,root,29.58
ahad_haam,לפי עשור,1890-,deps,acl:relcl,27.66
ahad_haam,לפי עשור,1890-,deps,mark,24.04
ahad_haam,לפי עשור,1890-,deps,advcl,20.97
ahad_haam,לפי עשור,1890-,deps,dep,18.95
ahad_haam,לפי עשור,1890-,deps,cop,14.17
ahad_haam,לפי עשור,1890-,deps,xcomp,13.35
ahad_haam,לפי עשור,1890-,deps,case:acc,12.09
ahad_haam,לפי עשור,1890-,deps,cc,11.05
ahad_haam,לפי עשור,1890-,deps,fixed,7.99
ahad_haam,לפי עשור,1890-,deps,ccomp,7.34
ahad_haam,לפי עשור,1890-,deps,aux,6.96
ahad_haam,לפי עשור,1890-,deps,nummod,6.6
ahad_haam,לפי עשור,1890-,deps,case:gen,6.44
ahad_haam,לפי עשור,1890-,deps,parataxis,5.65
ahad_haam,לפי עשור,1890-,deps,nmod:poss,5.01
ahad_haam,לפי עשור,1890-,deps,appos,4.58
ahad_haam,לפי עשור,1890-,deps,acl,4.03
ahad_haam,לפי עשור,1890-,deps,nsubj:cop,2.37
ahad_haam,לפי עשור,1900-,content,לא,14.69
ahad_haam,לפי עשור,1900-,content,גם,8.49
ahad_haam,לפי עשור,1900-,content,דבר,6.55
ahad_haam,לפי עשור,1900-,content,אין,6.01
ahad_haam,לפי עשור,1900-,content,בית,4.36
ahad_haam,לפי עשור,1900-,content,חי,4.31
ahad_haam,לפי עשור,1900-,content,לאומי,4.09
ahad_haam,לפי עשור,1900-,content,יותר,3.68
ahad_haam,לפי עשור,1900-,content,עם,3.5
ahad_haam,לפי עשור,1900-,content,עוד,3.31
ahad_haam,לפי עשור,1900-,content,בא,3.16
ahad_haam,לפי עשור,1900-,content,מה,3.14
ahad_haam,לפי עשור,1900-,content,ספר,3.13
ahad_haam,לפי עשור,1900-,content,רק,3.0
ahad_haam,לפי עשור,1900-,content,שנה,2.95
ahad_haam,לפי עשור,1900-,content,יד,2.87
ahad_haam,לפי עשור,1900-,content,לב,2.87
ahad_haam,לפי עשור,1900-,content,גדול,2.78
ahad_haam,לפי עשור,1900-,content,רוח,2.69
ahad_haam,לפי עשור,1900-,content,שאלה,2.49
ahad_haam,לפי עשור,1900-,content,פה,2.46
ahad_haam,לפי עשור,1900-,content,ישראל,2.43
ahad_haam,לפי עשור,1900-,content,שם,2.41
ahad_haam,לפי עשור,1900-,content,עברי,2.38
ahad_haam,לפי עשור,1900-,content,איש,2.37
ahad_haam,לפי עשור,1900-,content,עבודה,2.33
ahad_haam,לפי עשור,1900-,content,יש,2.32
ahad_haam,לפי עשור,1900-,content,דרך,2.32
ahad_haam,לפי עשור,1900-,content,אחר,2.3
ahad_haam,לפי עשור,1900-,content,אדם,2.27
ahad_haam,לפי עשור,1900-,func,זה,17.35
ahad_haam,לפי עשור,1900-,func,הוא,17.04
ahad_haam,לפי עשור,1900-,func,את,15.62
ahad_haam,לפי עשור,1900-,func,על,14.54
ahad_haam,לפי עשור,1900-,func,של,11.06
ahad_haam,לפי עשור,1900-,func,כל,9.5
ahad_haam,לפי עשור,1900-,func,היי,9.27
ahad_haam,לפי עשור,1900-,func,כי,7.52
ahad_haam,לפי עשור,1900-,func,אלה,5.24
ahad_haam,לפי עשור,1900-,func,אם,5.2
ahad_haam,לפי עשור,1900-,func,אני,4.26
ahad_haam,לפי עשור,1900-,func,אבל,4.2
ahad_haam,לפי עשור,1900-,func,עצם,4.05
ahad_haam,לפי עשור,1900-,func,אלא,3.7
ahad_haam,לפי עשור,1900-,func,אינו,3.67
ahad_haam,לפי עשור,1900-,func,מן,3.63
ahad_haam,לפי עשור,1900-,func,כול,3.62
ahad_haam,לפי עשור,1900-,func,לו,3.45
ahad_haam,לפי עשור,1900-,func,עד,3.36
ahad_haam,לפי עשור,1900-,func,אשר,3.16
ahad_haam,לפי עשור,1900-,func,ה,2.83
ahad_haam,לפי עשור,1900-,func,או,2.79
ahad_haam,לפי עשור,1900-,func,לי,2.57
ahad_haam,לפי עשור,1900-,func,אל,2.49
ahad_haam,לפי עשור,1900-,func,עם,2.38
ahad_haam,לפי עשור,1900-,func,להם,2.31
ahad_haam,לפי עשור,1900-,func,בין,2.06
ahad_haam,לפי עשור,1900-,func,כן,2.02
ahad_haam,לפי עשור,1900-,func,לפי,1.96
ahad_haam,לפי עשור,1900-,func,בשביל,1.89
ahad_haam,לפי עשור,1900-,feats,Number=Sing,360.01
ahad_haam,לפי עשור,1900-,feats,Gender=Masc,312.88
ahad_haam,לפי עשור,1900-,feats,Gender=Fem,173.92
ahad_haam,לפי עשור,1900-,feats,Number=Plur,153.13
ahad_haam,לפי עשור,1900-,feats,Person=3,106.56
ahad_haam,לפי עשור,1900-,feats,"Person=1,2,3",39.6
ahad_haam,לפי עשור,1900-,feats,Tense=Past,38.15
ahad_haam,לפי עשור,1900-,feats,"Gender=Fem,Masc",25.02
ahad_haam,לפי עשור,1900-,feats,Tense=Fut,17.87
ahad_haam,לפי עשור,1900-,feats,Person=1,13.31
ahad_haam,לפי עשור,1900-,feats,Tense=Pres,2.5
ahad_haam,לפי עשור,1900-,feats,Person=2,1.94
ahad_haam,לפי עשור,1900-,feats,Tense=Imp,0.48
ahad_haam,לפי עשור,1900-,feats,Number=Dual,0.06
ahad_haam,לפי עשור,1900-,feats,"Number=Plur,Sing",0.01
ahad_haam,לפי עשור,1900-,pos_bi,NOUN NOUN,73.77
ahad_haam,לפי עשור,1900-,pos_bi,ADP NOUN,50.85
ahad_haam,לפי עשור,1900-,pos_bi,NOUN ADJ,47.74
ahad_haam,לפי עשור,1900-,pos_bi,VERB NOUN,40.4
ahad_haam,לפי עשור,1900-,pos_bi,VERB ADP,30.16
ahad_haam,לפי עשור,1900-,pos_bi,NOUN VERB,24.31
ahad_haam,לפי עשור,1900-,pos_bi,NOUN ADP,20.23
ahad_haam,לפי עשור,1900-,pos_bi,ADV VERB,19.55
ahad_haam,לפי עשור,1900-,pos_bi,ADV NOUN,17.85
ahad_haam,לפי עשור,1900-,pos_bi,NOUN PRON,15.57
ahad_haam,לפי עשור,1900-,pos_bi,VERB ADV,13.8
ahad_haam,לפי עשור,1900-,pos_bi,PRON VERB,13.64
ahad_haam,לפי עשור,1900-,pos_bi,DET NOUN,13.21
ahad_haam,לפי עשור,1900-,pos_bi,NOUN ADV,11.7
ahad_haam,לפי עשור,1900-,pos_bi,AUX VERB,10.05
ahad_haam,לפי עשור,1900-,pos_bi,VERB VERB,9.4
ahad_haam,לפי עשור,1900-,pos_bi,ADJ NOUN,9.23
ahad_haam,לפי עשור,1900-,pos_bi,ADV ADV,8.97
ahad_haam,לפי עשור,1900-,pos_bi,PRON NOUN,8.48
ahad_haam,לפי עשור,1900-,pos_bi,ADP VERB,7.62
ahad_haam,לפי עשור,1900-,pos_bi,ADJ ADP,7.24
ahad_haam,לפי עשור,1900-,pos_bi,ADV ADP,7.13
ahad_haam,לפי עשור,1900-,pos_bi,ADP PRON,6.53
ahad_haam,לפי עשור,1900-,pos_bi,NOUN PROPN,6.52
ahad_haam,לפי עשור,1900-,pos_bi,VERB PRON,6.51
ahad_haam,לפי עשור,1900-,pos_bi,ADJ VERB,6.26
ahad_haam,לפי עשור,1900-,pos_bi,AUX NOUN,6.14
ahad_haam,לפי עשור,1900-,pos_bi,ADV AUX,5.64
ahad_haam,לפי עשור,1900-,pos_bi,NUM NOUN,5.45
ahad_haam,לפי עשור,1900-,pos_bi,ADJ ADJ,5.32
ahad_haam,לפי עשור,1900-,deps,punct,180.92
ahad_haam,לפי עשור,1900-,deps,obl,117.13
ahad_haam,לפי עשור,1900-,deps,advmod,76.44
ahad_haam,לפי עשור,1900-,deps,nsubj,62.04
ahad_haam,לפי עשור,1900-,deps,conj,57.83
ahad_haam,לפי עשור,1900-,deps,amod,54.27
ahad_haam,לפי עשור,1900-,deps,compound:smixut,52.09
ahad_haam,לפי עשור,1900-,deps,case,46.62
ahad_haam,לפי עשור,1900-,deps,det,40.77
ahad_haam,לפי עשור,1900-,deps,obj,38.07
ahad_haam,לפי עשור,1900-,deps,nmod,35.84
ahad_haam,לפי עשור,1900-,deps,acl:relcl,30.69
ahad_haam,לפי עשור,1900-,deps,root,30.55
ahad_haam,לפי עשור,1900-,deps,advcl,20.75
ahad_haam,לפי עשור,1900-,deps,mark,19.64
ahad_haam,לפי עשור,1900-,deps,dep,16.85
ahad_haam,לפי עשור,1900-,deps,cop,14.47
ahad_haam,לפי עשור,1900-,deps,case:acc,11.87
ahad_haam,לפי עשור,1900-,deps,xcomp,11.72
ahad_haam,לפי עשור,1900-,deps,cc,11.71
ahad_haam,לפי עשור,1900-,deps,case:gen,10.04
ahad_haam,לפי עשור,1900-,deps,nmod:poss,8.05
ahad_haam,לפי עשור,1900-,deps,nummod,8.03
ahad_haam,לפי עשור,1900-,deps,aux,7.61
ahad_haam,לפי עשור,1900-,deps,fixed,6.8
ahad_haam,לפי עשור,1900-,deps,ccomp,6.23
ahad_haam,לפי עשור,1900-,deps,parataxis,4.77
ahad_haam,לפי עשור,1900-,deps,appos,4.58
ahad_haam,לפי עשור,1900-,deps,acl,4.06
ahad_haam,לפי עשור,1900-,deps,nsubj:cop,3.29
ahad_haam,לפי עשור,1910-,content,לא,13.92
ahad_haam,לפי עשור,1910-,content,אין,6.79
ahad_haam,לפי עשור,1910-,content,גם,6.79
ahad_haam,לפי עשור,1910-,content,דבר,6.16
ahad_haam,לפי עשור,1910-,content,לאומי,4.7
ahad_haam,לפי עשור,1910-,content,חי,4.44
ahad_haam,לפי עשור,1910-,content,יהודי,4.12
ahad_haam,לפי עשור,1910-,content,עבודה,4.0
ahad_haam,לפי עשור,1910-,content,יותר,3.9
ahad_haam,לפי עשור,1910-,content,עוד,3.83
ahad_haam,לפי עשור,1910-,content,בא,3.56
ahad_haam,לפי עשור,1910-,content,אחר,3.27
ahad_haam,לפי עשור,1910-,content,ארץ,3.25
ahad_haam,לפי עשור,1910-,content,עם,3.2
ahad_haam,לפי עשור,1910-,content,שם,3.01
ahad_haam,לפי עשור,1910-,content,לב,3.01
ahad_haam,לפי עשור,1910-,content,מה,2.98
ahad_haam,לפי עשור,1910-,content,יהדות,2.86
ahad_haam,לפי עשור,1910-,content,יד,2.84
ahad_haam,לפי עשור,1910-,content,פה,2.79
ahad_haam,לפי עשור,1910-,content,ספר,2.76
ahad_haam,לפי עשור,1910-,content,בית,2.72
ahad_haam,לפי עשור,1910-,content,לשון,2.72
ahad_haam,לפי עשור,1910-,content,דרך,2.67
ahad_haam,לפי עשור,1910-,content,מקום,2.59
ahad_haam,לפי עשור,1910-,content,כלל,2.57
ahad_haam,לפי עשור,1910-,content,רק,2.57
ahad_haam,לפי עשור,1910-,content,מושבה,2.57
ahad_haam,לפי עשור,1910-,content,עברי,2.52
ahad_haam,לפי עשור,1910-,content,מטרה,2.52
ahad_haam,לפי עשור,1910-,func,זה,15.95
ahad_haam,לפי עשור,1910-,func,את,15.22
ahad_haam,לפי עשור,1910-,func,הוא,14.86
ahad_haam,לפי עשור,1910-,func,על,14.16
ahad_haam,לפי עשור,1910-,func,של,11.25
ahad_haam,לפי עשור,1910-,func,היי,8.95
ahad_haam,לפי עשור,1910-,func,כל,8.32
ahad_haam,לפי עשור,1910-,func,כי,5.55
ahad_haam,לפי עשור,1910-,func,אם,5.12
ahad_haam,לפי עשור,1910-,func,אבל,4.99
ahad_haam,לפי עשור,1910-,func,אלה,4.27
ahad_haam,לפי עשור,1910-,func,אינו,4.24
ahad_haam,לפי עשור,1910-,func,אני,4.02
ahad_haam,לפי עשור,1910-,func,מן,3.83
ahad_haam,לפי עשור,1910-,func,עצם,3.49
ahad_haam,לפי עשור,1910-,func,אלא,3.37
ahad_haam,לפי עשור,1910-,func,לו,3.37
ahad_haam,לפי עשור,1910-,func,או,3.25
ahad_haam,לפי עשור,1910-,func,עד,3.15
ahad_haam,לפי עשור,1910-,func,כול,3.05
ahad_haam,לפי עשור,1910-,func,בין,2.91
ahad_haam,לפי עשור,1910-,func,עם,2.52
ahad_haam,לפי עשור,1910-,func,אפשר,2.52
ahad_haam,לפי עשור,1910-,func,אשר,2.4
ahad_haam,לפי עשור,1910-,func,אל,2.35
ahad_haam,לפי עשור,1910-,func,לי,2.18
ahad_haam,לפי עשור,1910-,func,בשביל,2.04
ahad_haam,לפי עשור,1910-,func,יכול,1.87
ahad_haam,לפי עשור,1910-,func,לפני,1.84
ahad_haam,לפי עשור,1910-,func,ה,1.77
ahad_haam,לפי עשור,1910-,feats,Number=Sing,360.99
ahad_haam,לפי עשור,1910-,feats,Gender=Masc,300.75
ahad_haam,לפי עשור,1910-,feats,Gender=Fem,178.79
ahad_haam,לפי עשור,1910-,feats,Number=Plur,141.45
