author,bucket_kind,bucket,kind,item,per_1000
alterman,לפי עשור,1930-,feats,"Gender=Fem,Masc",17.2
alterman,לפי עשור,1930-,feats,Person=1,13.28
alterman,לפי עשור,1930-,feats,Tense=Fut,9.75
alterman,לפי עשור,1930-,feats,Tense=Pres,9.14
alterman,לפי עשור,1930-,feats,Person=2,5.41
alterman,לפי עשור,1930-,feats,Tense=Imp,0.92
alterman,לפי עשור,1930-,feats,Number=Dual,0.19
alterman,לפי עשור,1930-,pos_bi,NOUN NOUN,65.56
alterman,לפי עשור,1930-,pos_bi,ADP NOUN,54.09
alterman,לפי עשור,1930-,pos_bi,NOUN ADJ,44.76
alterman,לפי עשור,1930-,pos_bi,VERB ADP,35.2
alterman,לפי עשור,1930-,pos_bi,VERB NOUN,33.32
alterman,לפי עשור,1930-,pos_bi,NOUN VERB,29.06
alterman,לפי עשור,1930-,pos_bi,NOUN ADP,17.08
alterman,לפי עשור,1930-,pos_bi,ADV VERB,15.09
alterman,לפי עשור,1930-,pos_bi,PRON VERB,14.05
alterman,לפי עשור,1930-,pos_bi,ADV NOUN,13.28
alterman,לפי עשור,1930-,pos_bi,VERB ADV,12.05
alterman,לפי עשור,1930-,pos_bi,VERB VERB,11.21
alterman,לפי עשור,1930-,pos_bi,DET NOUN,9.37
alterman,לפי עשור,1930-,pos_bi,NOUN PRON,8.94
alterman,לפי עשור,1930-,pos_bi,ADJ NOUN,8.94
alterman,לפי עשור,1930-,pos_bi,NOUN ADV,7.79
alterman,לפי עשור,1930-,pos_bi,ADJ VERB,7.72
alterman,לפי עשור,1930-,pos_bi,AUX VERB,7.29
alterman,לפי עשור,1930-,pos_bi,PRON NOUN,6.99
alterman,לפי עשור,1930-,pos_bi,ADJ ADP,6.99
alterman,לפי עשור,1930-,pos_bi,ADJ ADJ,6.95
alterman,לפי עשור,1930-,pos_bi,ADJ ADV,6.26
alterman,לפי עשור,1930-,pos_bi,ADV ADV,6.1
alterman,לפי עשור,1930-,pos_bi,VERB PRON,5.68
alterman,לפי עשור,1930-,pos_bi,ADP VERB,5.68
alterman,לפי עשור,1930-,pos_bi,NOUN AUX,5.53
alterman,לפי עשור,1930-,pos_bi,ADV ADP,5.45
alterman,לפי עשור,1930-,pos_bi,NUM NOUN,4.84
alterman,לפי עשור,1930-,pos_bi,NOUN PROPN,4.57
alterman,לפי עשור,1930-,pos_bi,AUX NOUN,4.49
alterman,לפי עשור,1930-,deps,punct,216.08
alterman,לפי עשור,1930-,deps,obl,97.88
alterman,לפי עשור,1930-,deps,conj,78.42
alterman,לפי עשור,1930-,deps,nsubj,72.24
alterman,לפי עשור,1930-,deps,root,63.22
alterman,לפי עשור,1930-,deps,advmod,61.49
alterman,לפי עשור,1930-,deps,compound:smixut,54.78
alterman,לפי עשור,1930-,deps,amod,51.71
alterman,לפי עשור,1930-,deps,case,39.35
alterman,לפי עשור,1930-,deps,obj,33.78
alterman,לפי עשור,1930-,deps,nmod,26.37
alterman,לפי עשור,1930-,deps,det,24.95
alterman,לפי עשור,1930-,deps,acl:relcl,20.84
alterman,לפי עשור,1930-,deps,case:acc,16.97
alterman,לפי עשור,1930-,deps,dep,13.32
alterman,לפי עשור,1930-,deps,mark,12.97
alterman,לפי עשור,1930-,deps,advcl,11.48
alterman,לפי עשור,1930-,deps,parataxis,11.29
alterman,לפי עשור,1930-,deps,cop,11.17
alterman,לפי עשור,1930-,deps,case:gen,10.67
alterman,לפי עשור,1930-,deps,xcomp,10.4
alterman,לפי עשור,1930-,deps,cc,10.02
alterman,לפי עשור,1930-,deps,nmod:poss,8.98
alterman,לפי עשור,1930-,deps,appos,6.83
alterman,לפי עשור,1930-,deps,nummod,6.79
alterman,לפי עשור,1930-,deps,ccomp,4.91
alterman,לפי עשור,1930-,deps,aux,4.49
alterman,לפי עשור,1930-,deps,nsubj:cop,3.84
alterman,לפי עשור,1930-,deps,fixed,3.84
alterman,לפי עשור,1930-,deps,csubj,2.34
alterman,לפי עשור,1940-,content,לא,14.12
alterman,לפי עשור,1940-,content,חי,10.04
alterman,לפי עשור,1940-,content,בית,4.52
alterman,לפי עשור,1940-,content,גם,4.37
alterman,לפי עשור,1940-,content,דבר,3.58
alterman,לפי עשור,1940-,content,יום,3.58
alterman,לפי עשור,1940-,content,נפש,3.3
alterman,לפי עשור,1940-,content,רב,3.15
alterman,לפי עשור,1940-,content,אין,2.72
alterman,לפי עשור,1940-,content,ספר,2.72
alterman,לפי עשור,1940-,content,דרך,2.65
alterman,לפי עשור,1940-,content,בא,2.44
alterman,לפי עשור,1940-,content,חבר,2.37
alterman,לפי עשור,1940-,content,ספרות,2.22
alterman,לפי עשור,1940-,content,לב,2.22
alterman,לפי עשור,1940-,content,עולם,2.15
alterman,לפי עשור,1940-,content,תקופה,2.15
alterman,לפי עשור,1940-,content,רק,2.15
alterman,לפי עשור,1940-,content,אהבה,2.08
alterman,לפי עשור,1940-,content,שעה,1.94
alterman,לפי עשור,1940-,content,יותר,1.94
alterman,לפי עשור,1940-,content,פנים,1.86
alterman,לפי עשור,1940-,content,מקום,1.79
alterman,לפי עשור,1940-,content,עוד,1.79
alterman,לפי עשור,1940-,content,ארץ,1.79
alterman,לפי עשור,1940-,content,ראשון,1.72
alterman,לפי עשור,1940-,content,זמן,1.72
alterman,לפי עשור,1940-,content,שם,1.72
alterman,לפי עשור,1940-,content,רוח,1.72
alterman,לפי עשור,1940-,content,דור,1.72
alterman,לפי עשור,1940-,func,את,24.37
alterman,לפי עשור,1940-,func,הוא,22.8
alterman,לפי עשור,1940-,func,של,14.91
alterman,לפי עשור,1940-,func,על,13.26
alterman,לפי עשור,1940-,func,היי,12.33
alterman,לפי עשור,1940-,func,זה,11.4
alterman,לפי עשור,1940-,func,אל,5.02
alterman,לפי עשור,1940-,func,כל,4.44
alterman,לפי עשור,1940-,func,כי,4.16
alterman,לפי עשור,1940-,func,אני,4.16
alterman,לפי עשור,1940-,func,לו,3.51
alterman,לפי עשור,1940-,func,אלה,3.44
alterman,לפי עשור,1940-,func,לי,2.72
alterman,לפי עשור,1940-,func,אשר,2.51
alterman,לפי עשור,1940-,func,עם,2.44
alterman,לפי עשור,1940-,func,עצם,2.37
alterman,לפי עשור,1940-,func,עד,2.29
alterman,לפי עשור,1940-,func,אם,2.29
alterman,לפי עשור,1940-,func,מן,2.08
alterman,לפי עשור,1940-,func,כול,1.86
alterman,לפי עשור,1940-,func,בין,1.79
alterman,לפי עשור,1940-,func,אבל,1.51
alterman,לפי עשור,1940-,func,כך,1.51
alterman,לפי עשור,1940-,func,או,1.51
alterman,לפי עשור,1940-,func,אחרי,1.36
alterman,לפי עשור,1940-,func,לפני,1.36
alterman,לפי עשור,1940-,func,בתוך,1.36
alterman,לפי עשור,1940-,func,אלא,1.36
alterman,לפי עשור,1940-,func,אך,1.36
alterman,לפי עשור,1940-,func,אינו,1.29
alterman,לפי עשור,1940-,feats,Number=Sing,395.01
alterman,לפי עשור,1940-,feats,Gender=Masc,350.71
alterman,לפי עשור,1940-,feats,Gender=Fem,165.82
alterman,לפי עשור,1940-,feats,Number=Plur,142.81
alterman,לפי עשור,1940-,feats,Person=3,106.03
alterman,לפי עשור,1940-,feats,Tense=Past,56.63
alterman,לפי עשור,1940-,feats,"Person=1,2,3",44.23
alterman,לפי עשור,1940-,feats,Person=1,21.65
alterman,לפי עשור,1940-,feats,"Gender=Fem,Masc",19.86
alterman,לפי עשור,1940-,feats,Tense=Fut,12.69
alterman,לפי עשור,1940-,feats,Person=2,7.17
alterman,לפי עשור,1940-,feats,Tense=Pres,5.88
alterman,לפי עשור,1940-,feats,Tense=Imp,0.72
alterman,לפי עשור,1940-,pos_bi,NOUN NOUN,69.4
alterman,לפי עשור,1940-,pos_bi,ADP NOUN,59.5
alterman,לפי עשור,1940-,pos_bi,VERB NOUN,41.08
alterman,לפי עשור,1940-,pos_bi,NOUN ADJ,40.22
alterman,לפי עשור,1940-,pos_bi,VERB ADP,36.2
alterman,לפי עשור,1940-,pos_bi,NOUN VERB,27.39
alterman,לפי עשור,1940-,pos_bi,NOUN ADP,22.01
alterman,לפי עשור,1940-,pos_bi,PRON VERB,18.07
alterman,לפי עשור,1940-,pos_bi,ADV VERB,18.07
alterman,לפי עשור,1940-,pos_bi,VERB VERB,12.19
alterman,לפי עשור,1940-,pos_bi,ADV NOUN,11.97
alterman,לפי עשור,1940-,pos_bi,ADJ NOUN,10.83
alterman,לפי עשור,1940-,pos_bi,NOUN PRON,10.54
alterman,לפי עשור,1940-,pos_bi,VERB ADV,10.47
alterman,לפי עשור,1940-,pos_bi,AUX VERB,9.61
alterman,לפי עשור,1940-,pos_bi,NOUN ADV,9.1
alterman,לפי עשור,1940-,pos_bi,PRON NOUN,9.03
alterman,לפי עשור,1940-,pos_bi,ADJ ADP,7.74
alterman,לפי עשור,1940-,pos_bi,VERB PRON,6.95
alterman,לפי עשור,1940-,pos_bi,ADV ADV,6.09
alterman,לפי עשור,1940-,pos_bi,AUX NOUN,5.74
alterman,לפי עשור,1940-,pos_bi,ADJ ADJ,5.38
alterman,לפי עשור,1940-,pos_bi,DET NOUN,5.31
alterman,לפי עשור,1940-,pos_bi,NOUN AUX,5.31
alterman,לפי עשור,1940-,pos_bi,ADJ VERB,5.16
alterman,לפי עשור,1940-,pos_bi,ADP VERB,4.95
alterman,לפי עשור,1940-,pos_bi,ADV ADP,4.73
alterman,לפי עשור,1940-,pos_bi,PROPN PROPN,4.59
alterman,לפי עשור,1940-,pos_bi,PRON ADV,4.3
alterman,לפי עשור,1940-,pos_bi,PRON AUX,3.87
alterman,לפי עשור,1940-,deps,punct,213.42
alterman,לפי עשור,1940-,deps,obl,102.66
alterman,לפי עשור,1940-,deps,conj,72.62
alterman,לפי עשור,1940-,deps,nsubj,67.03
alterman,לפי עשור,1940-,deps,advmod,58.64
alterman,לפי עשור,1940-,deps,compound:smixut,57.71
alterman,לפי עשור,1940-,deps,root,57.35
alterman,לפי עשור,1940-,deps,amod,45.74
alterman,לפי עשור,1940-,deps,obj,40.0
alterman,לפי עשור,1940-,deps,case,39.21
alterman,לפי עשור,1940-,deps,nmod,38.64
alterman,לפי עשור,1940-,deps,acl:relcl,24.66
alterman,לפי עשור,1940-,deps,det,21.44
alterman,לפי עשור,1940-,deps,case:acc,16.99
alterman,לפי עשור,1940-,deps,cop,15.34
alterman,לפי עשור,1940-,deps,dep,14.48
alterman,לפי עשור,1940-,deps,case:gen,12.55
alterman,לפי עשור,1940-,deps,advcl,12.4
alterman,לפי עשור,1940-,deps,nmod:poss,11.47
alterman,לפי עשור,1940-,deps,mark,11.33
alterman,לפי עשור,1940-,deps,parataxis,10.4
alterman,לפי עשור,1940-,deps,xcomp,10.25
alterman,לפי עשור,1940-,deps,appos,6.38
alterman,לפי עשור,1940-,deps,cc,5.88
alterman,לפי עשור,1940-,deps,ccomp,5.09
alterman,לפי עשור,1940-,deps,nummod,3.73
alterman,לפי עשור,1940-,deps,aux,3.66
alterman,לפי עשור,1940-,deps,fixed,3.58
alterman,לפי עשור,1940-,deps,acl,3.37
alterman,לפי עשור,1940-,deps,flat,2.22
alterman,לפי עשור,1950-,content,לא,8.54
alterman,לפי עשור,1950-,content,דרך,5.74
alterman,לפי עשור,1950-,content,גם,5.14
alterman,לפי עשור,1950-,content,אין,4.99
alterman,לפי עשור,1950-,content,דבר,4.91
alterman,לפי עשור,1950-,content,שיר,4.08
alterman,לפי עשור,1950-,content,קורצווייל,3.25
alterman,לפי עשור,1950-,content,כאן,3.17
alterman,לפי עשור,1950-,content,פה,2.95
alterman,לפי עשור,1950-,content,תרגום,2.87
alterman,לפי עשור,1950-,content,עוד,2.64
alterman,לפי עשור,1950-,content,כול,2.64
alterman,לפי עשור,1950-,content,רק,2.57
alterman,לפי עשור,1950-,content,יש,2.49
alterman,לפי עשור,1950-,content,פנים,2.49
alterman,לפי עשור,1950-,content,עניין,2.42
alterman,לפי עשור,1950-,content,פסוק,2.42
alterman,לפי עשור,1950-,content,ארץ,2.27
alterman,לפי עשור,1950-,content,שם,2.19
alterman,לפי עשור,1950-,content,מקום,2.19
alterman,לפי עשור,1950-,content,שירה,2.19
alterman,לפי עשור,1950-,content,דווקא,2.04
alterman,לפי עשור,1950-,content,יד,2.04
alterman,לפי עשור,1950-,content,איש,2.04
alterman,לפי עשור,1950-,content,עיקר,2.04
alterman,לפי עשור,1950-,content,צמח,1.96
alterman,לפי עשור,1950-,content,רב,1.96
alterman,לפי עשור,1950-,content,אף,1.89
alterman,לפי עשור,1950-,content,הר,1.89
alterman,לפי עשור,1950-,content,כבר,1.89
alterman,לפי עשור,1950-,func,של,27.65
alterman,לפי עשור,1950-,func,הוא,21.76
alterman,לפי עשור,1950-,func,את,18.43
alterman,לפי עשור,1950-,func,זה,17.98
alterman,לפי עשור,1950-,func,על,13.6
alterman,לפי עשור,1950-,func,כי,6.72
alterman,לפי עשור,1950-,func,אל,5.29
alterman,לפי עשור,1950-,func,אלה,5.29
alterman,לפי עשור,1950-,func,היי,4.68
alterman,לפי עשור,1950-,func,כל,4.23
alterman,לפי עשור,1950-,func,או,4.0
alterman,לפי עשור,1950-,func,עם,3.93
alterman,לפי עשור,1950-,func,אני,3.93
alterman,לפי עשור,1950-,func,אינו,3.85
alterman,לפי עשור,1950-,func,מן,3.55
alterman,לפי עשור,1950-,func,אך,3.32
alterman,לפי עשור,1950-,func,כמו,2.72
alterman,לפי עשור,1950-,func,אם,2.42
alterman,לפי עשור,1950-,func,כול,2.42
alterman,לפי עשור,1950-,func,לו,2.42
alterman,לפי עשור,1950-,func,עד,2.27
alterman,לפי עשור,1950-,func,אלא,2.04
alterman,לפי עשור,1950-,func,בו,2.04
alterman,לפי עשור,1950-,func,אשר,1.96
alterman,לפי עשור,1950-,func,כך,1.81
alterman,לפי עשור,1950-,func,בין,1.81
alterman,לפי עשור,1950-,func,בתוך,1.51
alterman,לפי עשור,1950-,func,עצם,1.44
alterman,לפי עשור,1950-,func,כדי,1.44
alterman,לפי עשור,1950-,func,אף,1.36
alterman,לפי עשור,1950-,feats,Number=Sing,397.27
alterman,לפי עשור,1950-,feats,Gender=Masc,336.83
alterman,לפי עשור,1950-,feats,Gender=Fem,174.12
alterman,לפי עשור,1950-,feats,Number=Plur,126.68
alterman,לפי עשור,1950-,feats,Person=3,89.44
alterman,לפי עשור,1950-,feats,"Person=1,2,3",52.88
alterman,לפי עשור,1950-,feats,Tense=Past,24.02
alterman,לפי עשור,1950-,feats,"Gender=Fem,Masc",13.3
alterman,לפי עשור,1950-,feats,Person=1,8.84
alterman,לפי עשור,1950-,feats,Tense=Pres,7.1
alterman,לפי עשור,1950-,feats,Tense=Fut,4.23
alterman,לפי עשור,1950-,feats,Person=2,2.34
alterman,לפי עשור,1950-,feats,Tense=Imp,0.08
alterman,לפי עשור,1950-,pos_bi,NOUN NOUN,70.18
alterman,לפי עשור,1950-,pos_bi,ADP NOUN,66.93
alterman,לפי עשור,1950-,pos_bi,NOUN ADJ,43.36
alterman,לפי עשור,1950-,pos_bi,NOUN ADP,31.2
alterman,לפי עשור,1950-,pos_bi,VERB ADP,31.12
alterman,לפי עשור,1950-,pos_bi,VERB NOUN,29.46
alterman,לפי עשור,1950-,pos_bi,NOUN VERB,26.21
alterman,לפי עשור,1950-,pos_bi,NOUN PRON,17.07
alterman,לפי עשור,1950-,pos_bi,PRON VERB,16.39
alterman,לפי עשור,1950-,pos_bi,ADV NOUN,14.65
alterman,לפי עשור,1950-,pos_bi,VERB ADV,13.14
alterman,לפי עשור,1950-,pos_bi,ADV VERB,12.62
alterman,לפי עשור,1950-,pos_bi,PRON NOUN,11.03
alterman,לפי עשור,1950-,pos_bi,NOUN ADV,9.9
alterman,לפי עשור,1950-,pos_bi,ADJ ADP,9.74
alterman,לפי עשור,1950-,pos_bi,ADJ NOUN,9.74
alterman,לפי עשור,1950-,pos_bi,ADJ ADJ,8.46
alterman,לפי עשור,1950-,pos_bi,VERB VERB,8.01
alterman,לפי עשור,1950-,pos_bi,AUX VERB,7.78
alterman,לפי עשור,1950-,pos_bi,DET NOUN,7.1
alterman,לפי עשור,1950-,pos_bi,ADV ADP,6.87
alterman,לפי עשור,1950-,pos_bi,ADV ADV,6.42
alterman,לפי עשור,1950-,pos_bi,ADJ VERB,6.42
alterman,לפי עשור,1950-,pos_bi,ADP PROPN,6.19
alterman,לפי עשור,1950-,pos_bi,ADV PRON,5.89
alterman,לפי עשור,1950-,pos_bi,NOUN PROPN,5.82
alterman,לפי עשור,1950-,pos_bi,ADP VERB,5.44
alterman,לפי עשור,1950-,pos_bi,NUM NOUN,5.14
alterman,לפי עשור,1950-,pos_bi,ADP PRON,4.83
alterman,לפי עשור,1950-,pos_bi,AUX NOUN,4.76
alterman,לפי עשור,1950-,deps,punct,186.21
alterman,לפי עשור,1950-,deps,obl,95.11
alterman,לפי עשור,1950-,deps,conj,73.65
alterman,לפי עשור,1950-,deps,nsubj,70.86
alterman,לפי עשור,1950-,deps,advmod,65.57
alterman,לפי עשור,1950-,deps,compound:smixut,54.31
alterman,לפי עשור,1950-,deps,amod,49.93
alterman,לפי עשור,1950-,deps,case,48.95
alterman,לפי עשור,1950-,deps,root,43.36
alterman,לפי עשור,1950-,deps,nmod,34.98
alterman,לפי עשור,1950-,deps,det,31.95
alterman,לפי עשור,1950-,deps,acl:relcl,31.05
alterman,לפי עשור,1950-,deps,obj,28.93
alterman,לפי עשור,1950-,deps,case:gen,26.29
alterman,לפי עשור,1950-,deps,nmod:poss,20.77
alterman,לפי עשור,1950-,deps,dep,17.98
alterman,לפי עשור,1950-,deps,mark,12.69
alterman,לפי עשור,1950-,deps,case:acc,12.62
alterman,לפי עשור,1950-,deps,advcl,11.86
alterman,לפי עשור,1950-,deps,cop,11.78
alterman,לפי עשור,1950-,deps,cc,10.58
alterman,לפי עשור,1950-,deps,fixed,7.25
alterman,לפי עשור,1950-,deps,parataxis,7.03
alterman,לפי עשור,1950-,deps,appos,6.95
alterman,לפי עשור,1950-,deps,xcomp,6.42
alterman,לפי עשור,1950-,deps,nummod,5.67
alterman,לפי עשור,1950-,deps,ccomp,5.21
alterman,לפי עשור,1950-,deps,nsubj:cop,5.14
alterman,לפי עשור,1950-,deps,aux,4.0
alterman,לפי עשור,1950-,deps,flat,3.78
alterman,לפי עשור,1960-,content,לא,14.17
alterman,לפי עשור,1960-,content,גם,6.14
alterman,לפי עשור,1960-,content,דבר,5.46
alterman,לפי עשור,1960-,content,אין,5.13
alterman,לפי עשור,1960-,content,יום,5.06
alterman,לפי עשור,1960-,content,ישראל,4.47
alterman,לפי עשור,1960-,content,רק,4.39
alterman,לפי עשור,1960-,content,יהודי,3.77
alterman,לפי עשור,1960-,content,עניין,3.59
alterman,לפי עשור,1960-,content,יש,3.3
alterman,לפי עשור,1960-,content,יותר,3.18
alterman,לפי עשור,1960-,content,שעה,2.88
alterman,לפי עשור,1960-,content,מדינה,2.62
alterman,לפי עשור,1960-,content,עם,2.5
alterman,לפי עשור,1960-,content,אמר,2.42
alterman,לפי עשור,1960-,content,עולם,2.37
alterman,לפי עשור,1960-,content,ארץ,2.36
alterman,לפי עשור,1960-,content,מלחמה,2.22
alterman,לפי עשור,1960-,content,אחר,2.14
alterman,לפי עשור,1960-,content,שאלה,2.04
alterman,לפי עשור,1960-,content,אפילו,2.03
alterman,לפי עשור,1960-,content,יד,2.0
alterman,לפי עשור,1960-,content,כך,1.96
alterman,לפי עשור,1960-,content,רב,1.91
alterman,לפי עשור,1960-,content,ערבי,1.9
alterman,לפי עשור,1960-,content,אולי,1.89
alterman,לפי עשור,1960-,content,מה,1.88
alterman,לפי עשור,1960-,content,עיקר,1.86
alterman,לפי עשור,1960-,content,שטח,1.84
alterman,לפי עשור,1960-,content,דעת,1.83
alterman,לפי עשור,1960-,func,של,26.12
alterman,לפי עשור,1960-,func,זה,21.48
alterman,לפי עשור,1960-,func,הוא,19.75
alterman,לפי עשור,1960-,func,את,18.71
alterman,לפי עשור,1960-,func,על,16.73
alterman,לפי עשור,1960-,func,כי,8.6
alterman,לפי עשור,1960-,func,היי,8.18
alterman,לפי עשור,1960-,func,אני,5.78
alterman,לפי עשור,1960-,func,אלה,5.77
alterman,לפי עשור,1960-,func,כל,5.75
alterman,לפי עשור,1960-,func,אלא,4.67
alterman,לפי עשור,1960-,func,אם,4.19
alterman,לפי עשור,1960-,func,כך,3.94
alterman,לפי עשור,1960-,func,אינו,3.47
alterman,לפי עשור,1960-,func,אך,3.38
alterman,לפי עשור,1960-,func,אל,3.38
alterman,לפי עשור,1960-,func,או,3.25
alterman,לפי עשור,1960-,func,בין,3.19
alterman,לפי עשור,1960-,func,מן,3.12
alterman,לפי עשור,1960-,func,אשר,3.04
alterman,לפי עשור,1960-,func,עם,2.93
alterman,לפי עשור,1960-,func,כול,2.86
alterman,לפי עשור,1960-,func,לו,2.38
alterman,לפי עשור,1960-,func,עד,2.24
alterman,לפי עשור,1960-,func,כן,1.69
alterman,לפי עשור,1960-,func,כדי,1.63
alterman,לפי עשור,1960-,func,לפני,1.51
alterman,לפי עשור,1960-,func,לאחר,1.51
alterman,לפי עשור,1960-,func,לי,1.5
alterman,לפי עשור,1960-,func,עצם,1.46
alterman,לפי עשור,1960-,feats,Number=Sing,388.43
alterman,לפי עשור,1960-,feats,Gender=Masc,316.36
alterman,לפי עשור,1960-,feats,Gender=Fem,191.48
alterman,לפי עשור,1960-,feats,Number=Plur,138.53
alterman,לפי עשור,1960-,feats,Person=3,108.27
alterman,לפי עשור,1960-,feats,"Person=1,2,3",39.83
alterman,לפי עשור,1960-,feats,Tense=Past,39.56
alterman,לפי עשור,1960-,feats,"Gender=Fem,Masc",18.91
alterman,לפי עשור,1960-,feats,Person=1,14.36
alterman,לפי עשור,1960-,feats,Tense=Fut,9.72
alterman,לפי עשור,1960-,feats,Tense=Pres,6.13
alterman,לפי עשור,1960-,feats,Person=2,3.62
alterman,לפי עשור,1960-,feats,Tense=Imp,0.4
alterman,לפי עשור,1960-,feats,Number=Dual,0.2
alterman,לפי עשור,1960-,pos_bi,NOUN NOUN,67.86
alterman,לפי עשור,1960-,pos_bi,ADP NOUN,65.48
alterman,לפי עשור,1960-,pos_bi,NOUN ADJ,45.92
alterman,לפי עשור,1960-,pos_bi,NOUN ADP,32.6
alterman,לפי עשור,1960-,pos_bi,VERB NOUN,32.47
alterman,לפי עשור,1960-,pos_bi,VERB ADP,29.12
alterman,לפי עשור,1960-,pos_bi,NOUN PRON,22.56
alterman,לפי עשור,1960-,pos_bi,NOUN VERB,22.37
alterman,לפי עשור,1960-,pos_bi,PRON VERB,18.38
alterman,לפי עשור,1960-,pos_bi,ADV NOUN,17.93
alterman,לפי עשור,1960-,pos_bi,ADV VERB,14.32
alterman,לפי עשור,1960-,pos_bi,VERB ADV,13.34
alterman,לפי עשור,1960-,pos_bi,PRON NOUN,11.19
alterman,לפי עשור,1960-,pos_bi,AUX VERB,10.4
alterman,לפי עשור,1960-,pos_bi,VERB VERB,9.66
alterman,לפי עשור,1960-,pos_bi,NOUN ADV,9.64
alterman,לפי עשור,1960-,pos_bi,ADJ ADP,9.63
alterman,לפי עשור,1960-,pos_bi,ADV ADV,8.89
alterman,לפי עשור,1960-,pos_bi,ADJ NOUN,8.79
alterman,לפי עשור,1960-,pos_bi,ADV ADP,8.25
alterman,לפי עשור,1960-,pos_bi,DET NOUN,8.03
alterman,לפי עשור,1960-,pos_bi,NOUN PROPN,6.94
alterman,לפי עשור,1960-,pos_bi,ADP VERB,6.66
alterman,לפי עשור,1960-,pos_bi,AUX NOUN,6.57
alterman,לפי עשור,1960-,pos_bi,ADJ ADJ,6.5
alterman,לפי עשור,1960-,pos_bi,SCONJ NOUN,6.43
alterman,לפי עשור,1960-,pos_bi,NOUN AUX,6.41
alterman,לפי עשור,1960-,pos_bi,PRON ADV,5.87
alterman,לפי עשור,1960-,pos_bi,ADJ ADV,5.8
alterman,לפי עשור,1960-,pos_bi,ADJ VERB,5.73
alterman,לפי עשור,1960-,deps,punct,167.01
alterman,לפי עשור,1960-,deps,obl,92.72
alterman,לפי עשור,1960-,deps,advmod,71.43
alterman,לפי עשור,1960-,deps,nsubj,68.94
alterman,לפי עשור,1960-,deps,conj,59.67
alterman,לפי עשור,1960-,deps,compound:smixut,57.19
alterman,לפי עשור,1960-,deps,amod,53.43
