id,title,authors,translators,role,include_in_stylometry,genre,genre_clean,original_language,source_edition,original_date,publication_date,date_basis,ip_status,text_stripped_path,text_nikud_path,path,title_year,heb_year_tok,year
6558,החטא וענשו,אחד העם,,author,True,Translation missing: he.article,article,,,1903.0,,essay_pub_note,public_domain,authors/ahad_haam/corpus/stripped/6558.txt,authors/ahad_haam/corpus/nikud/6558.txt,/p23/m6558,,"תרס""ג",1903.0
6615,איגרות: שנת 1916,אחד העם,,author,True,Translation missing: he.letters,letters,,,1916.0,,letter_title,public_domain,authors/ahad_haam/corpus/stripped/6615.txt,authors/ahad_haam/corpus/nikud/6615.txt,/p23/m6615,1916.0,,1916.0
6625,הקדמה למהדורה חדשה,אחד העם,,author,True,Translation missing: he.article,article,,,,,undated,public_domain,authors/ahad_haam/corpus/stripped/6625.txt,authors/ahad_haam/corpus/nikud/6625.txt,/p23/m6625,,,
6695,"""הידעתם הארץ""?",אחד העם,,author,True,Translation missing: he.article,article,,,,,undated,public_domain,authors/ahad_haam/corpus/stripped/6695.txt,authors/ahad_haam/corpus/nikud/6695.txt,/p23/m6695,,,
6828,לאומיות חדשה,אחד העם,,author,True,Translation missing: he.article,article,,,,,undated,public_domain,authors/ahad_haam/corpus/stripped/6828.txt,authors/ahad_haam/corpus/nikud/6828.txt,/p23/m6828,,,
6895,איגרות: הקדמה לכרך ששי,אחד העם,,author,True,Translation missing: he.letters,letters,,,1925.0,,essay_pub_note,public_domain,authors/ahad_haam/corpus/stripped/6895.txt,authors/ahad_haam/corpus/nikud/6895.txt,/p23/m6895,,"תרפ""ה",1925.0
6959,(א') הלשון וספרותה,אחד העם,,author,True,Translation missing: he.article,article,,,1894.0,,essay_pub_note,public_domain,authors/ahad_haam/corpus/stripped/6959.txt,authors/ahad_haam/corpus/nikud/6959.txt,/p23/m6959,,"תרנ""ד",1894.0
7023,אחר עשר שנים,אחד העם,,author,True,Translation missing: he.article,article,,,1903.0,,essay_pub_note,public_domain,authors/ahad_haam/corpus/stripped/7023.txt,authors/ahad_haam/corpus/nikud/7023.txt,/p23/m7023,,"תרס""ג",1903.0
7154,ריב לשונות,אחד העם,,author,True,Translation missing: he.article,article,,,1910.0,,essay_pub_note,public_domain,authors/ahad_haam/corpus/stripped/7154.txt,authors/ahad_haam/corpus/nikud/7154.txt,/p23/m7154,,"תר""ע",1910.0
7220,רבי מרדכי עליאשברג,אחד העם,,author,True,Translation missing: he.article,article,,,1890.0,,essay_pub_note,public_domain,authors/ahad_haam/corpus/stripped/7220.txt,authors/ahad_haam/corpus/nikud/7220.txt,/p23/m7220,,"תר""נ",1890.0
7285,מזרח ומערב,אחד העם,,author,True,Translation missing: he.letters,letters,,,,,undated,public_domain,authors/ahad_haam/corpus/stripped/7285.txt,authors/ahad_haam/corpus/nikud/7285.txt,/p23/m7285,,,
7352,הקונגרס ויוצרו,אחד העם,,author,True,Translation missing: he.article,article,,,,,undated,public_domain,authors/ahad_haam/corpus/stripped/7352.txt,authors/ahad_haam/corpus/nikud/7352.txt,/p23/m7352,,,
7415,לא זה הדרך [מאמר שני],אחד העם,,author,True,Translation missing: he.article,article,,,1889.0,,essay_pub_note,public_domain,authors/ahad_haam/corpus/stripped/7415.txt,authors/ahad_haam/corpus/nikud/7415.txt,/p23/m7415,,"תרמ""ט",1889.0
7485,קול מן החוץ,אחד העם,,author,True,Translation missing: he.article,article,,,,,undated,public_domain,authors/ahad_haam/corpus/stripped/7485.txt,authors/ahad_haam/corpus/nikud/7485.txt,/p23/m7485,,,
7546,בעלי תשובה,אחד העם,,author,True,Translation missing: he.letters,letters,,,1902.0,,essay_pub_note,public_domain,authors/ahad_haam/corpus/stripped/7546.txt,authors/ahad_haam/corpus/nikud/7546.txt,/p23/m7546,,"תרס""ב",1902.0
7609,עבר ועתיד,אחד העם,,author,True,Translation missing: he.article,article,,,1891.0,,essay_pub_note,public_domain,authors/ahad_haam/corpus/stripped/7609.txt,authors/ahad_haam/corpus/nikud/7609.txt,/p23/m7609,,"תרנ""א",1891.0
7669,נשכחות,אחד העם,,author,True,Translation missing: he.article,article,,,1907.0,,essay_pub_note,public_domain,authors/ahad_haam/corpus/stripped/7669.txt,authors/ahad_haam/corpus/nikud/7669.txt,/p23/m7669,,"תרס""ז",1907.0
7673,הציוניות ותיקון העולם,אחד העם,,author,True,Translation missing: he.article,article,,,1903.0,,essay_pub_note,public_domain,authors/ahad_haam/corpus/stripped/7673.txt,authors/ahad_haam/corpus/nikud/7673.txt,/p23/m7673,,"תרס""ג",1903.0
7735,מדת הדין ומדת הרחמים,אחד העם,,author,True,Translation missing: he.article,article,,,1891.0,,essay_pub_note,public_domain,authors/ahad_haam/corpus/stripped/7735.txt,authors/ahad_haam/corpus/nikud/7735.txt,/p23/m7735,,"תרנ""א",1891.0
7804,"""מכתבי יהודי פולני""",אחד העם,,author,True,Translation missing: he.letters,letters,,,,,undated,public_domain,authors/ahad_haam/corpus/stripped/7804.txt,authors/ahad_haam/corpus/nikud/7804.txt,/p23/m7804,,,
7867,שנוי הערכין,אחד העם,,author,True,Translation missing: he.article,article,,,1898.0,,external_verified,public_domain,authors/ahad_haam/corpus/stripped/7867.txt,authors/ahad_haam/corpus/nikud/7867.txt,/p23/m7867,,,1898.0
7924,שלטון השׂכל,אחד העם,,author,True,Translation missing: he.article,article,,,1905.0,,essay_pub_note,public_domain,authors/ahad_haam/corpus/stripped/7924.txt,authors/ahad_haam/corpus/nikud/7924.txt,/p23/m7924,,"תרס""ה",1905.0
